original_dir,p:\myPictures\Dropbox Backup\Camera Uploads
duplicate_dir,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads

files_indexed_dir1,9224
dirs_indexed_dir1,13
index_errors_dir1,0
index_duration_dir1,1820.02

files_indexed_dir2,1346
dirs_indexed_dir2,6
index_errors_dir2,0
index_duration_dir2,475.22

compare_duration,0.00

duplicate_files_found,1343
duplicate_size_bytes,5375686467

original_path,duplicate_path,size_bytes,hash
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-12-06 07.29.41.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-12-06 07.29.41.jpg,1909486,b5c23620b83c47fd7d4002f26ccf496353ddc4448ac0188082ed37d57be0de92
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-01-15 14.01.53.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-01-15 14.01.53.jpg,1917492,59e62dbee70cd8513aee1a1f5963da7905e6da0ac44f2c741962a29ae6c39566
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-03-26 17.12.52.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-03-26 17.12.52.jpg,1920669,7d1cf975ab8ec1967865e3dc66c343bdecec83e480a41175e999cd488015350b
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-09-17 14.05.55.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-09-17 14.05.55.jpg,1925507,2ff3c1ce8d882f876eb3a5184b7adbbe5146b51130e397a352beb9823a5b757f
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-10-24 19.50.00.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-10-24 19.50.00.jpg,1937251,348cc3f11be6557d31c33354af129419c31113b90a2290c6cd2e30d645b3c3fa
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-03-26 17.10.05.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-03-26 17.10.05.jpg,1938265,8cd9fb22917d20db8fb19ff876e6b37692067f74f76e332dc71d39bf9591d7fc
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-06-06 09.50.54.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-06-06 09.50.54.jpg,1942652,58dbf47178bad4138b79b36b699c5af2b906ba37be634dfe7d6449d6eb5d235c
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.27.14.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.27.14.jpg,1951979,aa9294bebd45a61a5a6a6a06d4a11823ef6d16ee3af028bf9098bd40dfdcd722
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-06-06 09.50.31.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-06-06 09.50.31.jpg,1954441,e493c46afb4563818fbeab8b7e7a21087aace271e4677d01d6fc8d7da8e44b26
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-22 00.09.49.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-22 00.09.49.jpg,1955819,e282af52ecf0f3605c107fc4e9cd1f77802c7f52711044c29e04d889b88c683e
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-01-09 16.38.42.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-01-09 16.38.42.jpg,1957512,159ed685b46eb7bfa7017ab295939234c822438a23c2c7d27c519a1e3779e1fb
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-31 21.36.30.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-31 21.36.30.jpg,1960724,5f1222fe2cf4a44c54e925e9e526c17dc60e5be251947b9f0e92ce400fdaa57e
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-08-11 07.33.14.png,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-08-11 07.33.14.png,1968556,9e8ae202e59909e618f0ad03bdb7adbb28129b7732c7e3fb7dcf1add7c421929
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-22 00.09.57.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-22 00.09.57.jpg,1970103,bc54ad07f59f52839bb5cfd7c3f541488cbea186dc98186e3e0fb8250ef5a017
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-23 17.40.24.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-23 17.40.24.jpg,1970488,6c36dc49f7b956b41e627950801a9d218e0900bc36a1955236305717f900e57e
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-01-02 15.39.30.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-01-02 15.39.30.jpg,1973454,d06c9f83078728bc4487c78d763b798d5b2aa5a8362448bf6fa7cbd9e3fbf1a5
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-10-19 10.35.36.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-10-19 10.35.36.jpg,1974700,90c204062bdfdb510ee2579e3d549622f0afbd2d7be14c242ff98ec6266470a0
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-23 15.39.42.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-23 15.39.42.jpg,1975581,aec96332ebcf6ca7404df26b68611edeb1440989b9e547855e0bc588900386cf
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-08-24 12.53.31.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-08-24 12.53.31.jpg,1981956,7f77349de49d0e6ee36db505eb536c69ce08915f883c77a9963ba6c9a574c2d3
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-03-26 17.09.15.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-03-26 17.09.15.jpg,1983576,a22112a520af3fbc1f6a8a25e850d6e8b4cbd28af251f4cd9ff21f4de0e55d7b
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-07-04 12.38.26.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-07-04 12.38.26.jpg,1983981,078a02861f2b56166e1cb3b2df8f6055d3fb98145c194020ed40dbc350f35758
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-04 19.31.09.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-04 19.31.09.jpg,1987754,9e5ff945e1c75d6c9f9d581d60c287e844a4e1f0490905b783525b04c468b9a4
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-11-22 12.10.27.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-11-22 12.10.27.jpg,1988407,21c5bb29cf2bb69778684b41510ba40fc0706119f291a7da99ef66365f0876e5
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-03-26 17.10.02.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-03-26 17.10.02.jpg,1994104,19a2ed1d8957326b9a00b95170608c104a1c518c9ffbfe071825acc74ef4f574
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-02-17 14.30.33.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-02-17 14.30.33.jpg,1997833,f4e0d4637f894107fbad255de8bbbda0f0d65f614c935c6a826b341f722fd4f3
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-06-25 04.16.59.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-06-25 04.16.59.jpg,2006459,1a91a22bdbb30ac9e307a41bdce8149dfee0a44218c2da490f2ba263b4044ee5
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.45.43-1.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.45.43-1.jpg,2007734,208fad19b95573e8b8942941f0c602715d5a6ec6258d3098313ec30616b1cec7
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-04 19.30.38.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-04 19.30.38.jpg,2007878,cda045d1ddcd5e7227d14e04ce84a446190fcd2357a86db9b370eddafd3874df
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-11-22 12.10.31.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-11-22 12.10.31.jpg,2009030,ae539d7a9d6d0eeaf8744ddcd04694a6faef060520b03268f121b2a430798622
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-04 19.32.03.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-04 19.32.03.jpg,2016732,19083a3ad0509e342cbc9e3cd89cf609648681e9a42f965167eb3cb2a12c5b2c
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.49.14.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.49.14.jpg,2019211,117a4fa7da422e884c3312ce852cf414f153fba1c62114be05e6b7f00df0875f
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-25 00.58.28.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-25 00.58.28.jpg,2019259,7b94d9b0dfb9185b40f16fefdaeff58c10c89a937e903075b2a0483735a4e239
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-12-16 14.10.23.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-12-16 14.10.23.jpg,2023707,c1aa4c4ca1eaa144023c37413b5dc88e84786631300e46b6b871e5a0dfa0bbe9
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-23 17.40.29.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-23 17.40.29.jpg,2026976,6e190dbf2ac09b5cc23a5f81397e0a30c0d97c78715bd744ac076e09f74c8059
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.46.43-1.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.46.43-1.jpg,2044310,96e18c625acbcc3c1514f71e33234fe7a7b22cada6844ee3d2793376fd64bb53
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.26.10.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.26.10.jpg,2045117,1520e0006cc1f7c9aa3fb6999b07cc50ed243223d7c3ec6d9d8fe6b2fbf830b3
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-08-27 20.28.40.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-08-27 20.28.40.jpg,2046039,e08f53919187b2411efb91728b9360545b40c3490ae8e81dce21ad8a5a023b57
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-09-17 14.06.20.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-09-17 14.06.20.jpg,2050997,e6b730dd1633cf6e5a1f8998e9cbfc792b45ce152d1d007960b30d0203328e54
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.47.26.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.47.26.jpg,2056969,a65a3aa2abb901aca0357021d87fcd7f4d293b41033c3ebda3a67ca2a74f14b5
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-02-17 14.30.39.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-02-17 14.30.39.jpg,2057906,5a74d7f3cde2077de404536e973f65001e3c0ccaac38399c88e9078a3a25ddf0
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-10-09 14.41.30.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-10-09 14.41.30.jpg,2069099,d71c8a0269a7bbc6cf07d047dc77bd9f831f7ec61e3acb554237f1757857cc7a
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-08-10 16.08.39-1.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-08-10 16.08.39-1.jpg,2084805,64ec511c46c980d25835a80dbf0338c8a617a32a1652f966a5af3f99e593692c
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.28.48.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.28.48.jpg,2087905,afb91814c2cdba0729ff7d856be63492458c8279ef5991ae760dd924cfecdf8c
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-23 15.39.36.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-23 15.39.36.jpg,2091575,02a5b747cc0921fc6dc632048a5160f6a84dc1745ae93adbdb77099f979c5251
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-08-18 20.56.40.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-08-18 20.56.40.jpg,2093007,0ccdbd88216e09fa2f73cb2c9f8f2a095a37c2c1ab2aedbac1abf666c8f6ad1a
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-28 16.00.02.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-28 16.00.02.jpg,2093528,0178b2bfee51f2c25473c8aaef90558920c435700cd62155ad559cfc32bb9fdc
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-20 11.49.28.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-20 11.49.28.jpg,2095464,050d59aabee54fa15485cb51327382267e44021e3185317c3395179f8a0df5eb
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.29.59.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.29.59.jpg,2104463,5d52e9fe8dcc52755ee92e0c2fb016c54559b8a9968ced7ccfa4f7b5b4554e1a
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-06-03 16.40.12.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-06-03 16.40.12.jpg,2107895,72a1783a40120899e8c9865f9464a98d870f89431158c8c1e6765e97b46481c2
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.35.09.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.35.09.jpg,2108193,0ee8998dd12c5d6cbd1d5dc13c173127a1856f1481c85ada3c06f8011695c06f
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-23 17.40.13.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-23 17.40.13.jpg,2114223,0aa6dc19393c1c6e8cb18cb1baefab319509bc6d734adfd1300d12546d0c47e2
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.47.18.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.47.18.jpg,2114398,8ef3390b2cdbbb25d25780104e3bc89ba75f090b7281064cc4492ce7c5381ebb
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.48.51.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.48.51.jpg,2118907,fd5d96777978a081428fba99d0921c713bec2dc061bf21129ff3998ff9cd79ea
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.07.25-1.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.07.25-1.jpg,2121091,70e5e8a103ce4a2ac04c90be5c20bc3732b6f147db3ef5c173966a69ffc9fa73
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-06-25 04.15.14.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-06-25 04.15.14.jpg,2121464,4e7e4dae0b189f87f67f48b0531a2f6acb056e5e23d7ee5b6441987c2751f583
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-05 22.15.43.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-05 22.15.43.jpg,2124094,9e0b96d4446d4a78a3107b98d9f47af85dcf2fa8285f70da9b1b733e32e45aa7
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-23 19.10.23.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-23 19.10.23.jpg,2128195,58cfc41689592d827959050c9496a1dcfa948954b8e0772460c014007e723810
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-02-20 15.37.07.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-02-20 15.37.07.jpg,2128563,0713b1b0ecb2c22aca4ec40facc8fb6a235cf851d5e7520b3822b31181f5448a
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-23 19.12.45.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-23 19.12.45.jpg,2146878,8d2ba39710aca1259c0998ab7c37bbeea94e35b1f417efe57ace099a0f162646
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.45.03.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.45.03.jpg,2148998,655fac29c2f88b8e50d78be8f4c7f9551249446be5e144e46ecd27024b29bb6e
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-08-15 22.33.50.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-08-15 22.33.50.jpg,2170157,5a9cfbcb7b45aa2dc05a3b37880781e01431a13afb75cf1ba49c2b188f7de8bd
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.45.00.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.45.00.jpg,2183422,e48e4fd09c90bd9838c9d4e97a573e7d9588b2a483a0c721bd1e0a05407ca2c0
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-11 21.07.06.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-11 21.07.06.jpg,2190855,b33aacd50e3a65f05be4287a8fe584feaa0ba699be43b4c5607c5f755ceb0ec0
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 15.35.37.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 15.35.37.jpg,2191041,355afbcf546b91e78039376dc5d705feebbd4fa845a3502f1c15caac836b1718
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.35.48.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.35.48.jpg,2198980,c7d6e6cfbb1f49aad143d3fdf864dbdafc85e423255b35550e63e81b83765917
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-08-15 22.33.52.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-08-15 22.33.52.jpg,2199787,66f183d909fccdcb801130d71a3a7d4dd902f71f591aa607fa5ea6f2d7d26bd7
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-08-15 22.34.13.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-08-15 22.34.13.jpg,2200437,a9a2ead570668c147a6547dbd13cb36b3f799bd4c33dfc3bef854efa19f9043e
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.46.34.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.46.34.jpg,2200817,53376d58c3015207983ed1ae0981aeed6eab5d40490e1d4a39f10ffea970098a
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.30.12.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.30.12.jpg,2204650,8042b60fbf2506907ae45be63c724a2fff43236f541b7982d505e8ccd70b1a79
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-08-15 22.34.15.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-08-15 22.34.15.jpg,2206578,7f41c9a5dc320c5f0c45fcace0783b1a7b0467784d0023b393fe12368508062d
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 15.29.41.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 15.29.41.jpg,2215249,74291fa8ef04085f1aa2efda48811cc472ae17c95bc3f2dd22595f6e4747c3df
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.26.47.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.26.47.jpg,2220010,6f96a77fe79a94d9a07919acc049b6ad1d65b118ac5754d920698b635b886729
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-12-14 13.59.07.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-12-14 13.59.07.jpg,2228522,cd6f28b7cbd4dce22b8b31c071250bfc4235af590ed599a4dff5d06860e99f53
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-31 21.24.33.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-31 21.24.33.jpg,2229872,b22033e466891039c1a5ba81ef8b94369dbe7bacbc5e26662b33b00233412e01
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-12-26 17.28.02.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-12-26 17.28.02.jpg,2232812,96b9ed73ad9ae36ecabf92c3fb835a6161b4bf5af17a5c1ef5c89d57fa1b9178
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-01-09 15.54.44-1.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-01-09 15.54.44-1.jpg,2236071,68ad5c812340f68d6853f74f36fbe7046434a37024b66760239d98e6a751fa4d
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-12-09 14.58.27.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-12-09 14.58.27.jpg,2243123,089bb106ce256b882cd75a414651c2677f76fa220e55876c0b35c39ca75155d4
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.35.37.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.35.37.jpg,2245948,b7127c80c7cb04a03c7809ffb4081dd52f6e5171419ef33a9add4ab2118767fd
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-23 17.40.06.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-04-23 17.40.06.jpg,2245984,3e6bb71abe21d1454769718b010ac05c0bd2afef9122556bab4a8a59c53f2ffe
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-12-26 17.28.06.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-12-26 17.28.06.jpg,2247973,e1ae150949c4c2d0ceed4f8728c73ab1aba21603e3de803f46bdee2129a496c4
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 15.29.36.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 15.29.36.jpg,2249700,be6473f98264578574aa7676aa50e82a5e30d24fa5254ee19d42e112487dd5ff
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-12-12 16.30.39.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-12-12 16.30.39.jpg,2250240,ed8b90b6f4bc389da131ed3bd7bf535f413de15182cb8a7d9acce2aa4f13b4ba
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-12-03 14.39.32.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-12-03 14.39.32.jpg,2253891,a87699509e9ce555739dbad457941e57659526af6626b1e47b54e2937061fbcd
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.45.38.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 16.45.38.jpg,2267257,24e5642ff67c886b98d1e2c2b6fd3369e9fe00e3559d8a458ce79dd6294eb053
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-09-27 20.26.04.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-09-27 20.26.04.jpg,2274254,f19f05f3ee5e30687d85f4e4430199a56d7f597362e395b28dfc6f74d6280117
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 15.36.40.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-21 15.36.40.jpg,2284224,8dc3678ee32d77fbf3a55750d9bf142d5369ccc0a84a261dadaf7bb4cdefac7f
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-11 21.07.01.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-11-11 21.07.01.jpg,2286376,700edea08bf52a68987746a763d13cd195bd823163058d5170bae5eb732421ac
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-09-07 05.27.27.png,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-09-07 05.27.27.png,2287155,4a8046dcd78820506bffa442dc2289db09fe1ce194cd7f63f507ad15208ecb87
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-07-04 19.58.23.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-07-04 19.58.23.jpg,2290797,d5c6f1966e698ca5ca96bf292a24d0772733e0a60a75bee898a03da042b7523c
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-12-06 09.50.44.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-12-06 09.50.44.jpg,2291157,c1947ae81ae3cfeaf0000cf2251566779d3ceb5d7e31862b3bd23d8a88fd3776
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.29.44.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.29.44.jpg,2291242,75e36873953435d74d2b9e9859fc4224b6259c1a8b00d3a7205ff73d09969209
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-04 19.31.52.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-04 19.31.52.jpg,2292337,fb69242f28843edf4f60bd1b6f8049ea8e44c8da007210793dfd8c3362c2ab27
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-31 21.24.54.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-31 21.24.54.jpg,2293210,730f13c0a07fba085a87e437cf3b629092dff710b4bf3c9208885bbed4f63cff
p:\myPictures\Dropbox Backup\Camera Uploads\2015\2015-12-03 10.51.53.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2015\2015-12-03 10.51.53.jpg,2295637,00196c432cfd6cef7f59337798f4dad5543e1596646efbe4ce577b5df8249f42
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-09-21 16.53.08.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-09-21 16.53.08.jpg,2296037,79b4c3943f71bdf6eef937e1bd77631ab2e11914bc7243ce6a1b6705b8898d5a
p:\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.35.31.jpg,n:\Recovery\myPictures\Dropbox Backup\Camera Uploads\2016\2016-05-17 14.35.31.jpg,2298101,a272c07d36ad087fabe976a6472ab2b2b2d0cea38b0764af0101acfed53c3490
